,PnL
2021-12-07,-3.8913851670363897
2021-12-08,-3.8040146602476597
2021-12-09,-0.9093170843850942
2021-12-10,-3.139691758980902
2021-12-13,2.4702503710096835
2021-12-14,1.475395772335503
2021-12-15,-2.140942260253098
2021-12-16,4.884209903695449
2021-12-17,1.4012088223401094
2021-12-20,1.3431309732447119
2021-12-21,-1.5136989358293818
2021-12-22,-2.363673401970104
2021-12-23,0.08312495527459873
2021-12-27,-2.210036295741986
2021-12-28,0.6326792032205191
2021-12-29,-0.8274123224950216
2021-12-30,0.3632869781263821
2021-12-31,0.4075846053127634
2022-01-03,-3.2976734441134283
2022-01-04,1.4859599849386882
2022-01-05,2.3142472593725643
2022-01-06,2.6742363841626684
2022-01-07,-1.4899882945144327
2022-01-10,0.04594136288322659
2022-01-11,-1.8657935838921418
2022-01-12,-0.4135442801012914
2022-01-13,1.628202499404054
2022-01-14,-0.16148939795172623
2022-01-18,1.7241211242679668
2022-01-19,2.397533432503399
2022-01-20,0.0
2022-01-21,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,3.739860885717974
2022-03-10,-3.229374722763893
2022-03-11,-3.007820325501342
2022-03-14,-3.338317411263688
2022-03-15,2.321693769600671
2022-03-16,2.8787027639877607
2022-03-17,1.798124461209838
2022-03-18,2.72668175330071
2022-03-21,1.1029912732623948
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-11,0.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,-3.8580061266277568
2022-05-13,2.5012052915562606
2022-05-16,-1.2022281411614557
2022-05-17,1.3492613418737704
2022-05-18,-5.937048519604232
2022-05-19,-2.671137270374615
2022-05-20,0.8898288394841671
2022-05-23,5.6881875320467685
2022-05-24,-1.9397744736204032
2022-05-25,-0.3479395989743068
2022-05-26,1.5026725895771733
2022-05-27,4.059722830437039
2022-05-31,-0.6108157447880842
2022-06-01,0.19820683173533382
2022-06-02,1.056848836648058
2022-06-03,-4.87382114677844
2022-06-06,0.9275164555882185
2022-06-07,2.198576201224114
2022-06-08,0.10737020442068967
2022-06-09,-4.372276377669536
2022-06-10,-4.213754522616398
2022-06-13,-2.99888288028518
2022-06-14,0.7790776464853053
2022-06-15,1.9981210733854624
2022-06-16,-3.0252524802440064
2022-06-17,1.5063991558351688
2022-06-21,3.531253372536952
2022-06-22,-0.2491291408491918
2022-06-23,3.0780146849799195
2022-06-24,2.094674233415347
2022-06-27,0.2730030478752923
2022-06-28,-2.953986726555584
2022-06-29,2.5095715481634215
2022-06-30,-2.0421039970239434
2022-07-01,2.919763012313671
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-08-01,1.414599206097165
2022-08-02,1.739772655093418
2022-08-03,-5.696362434440076
2022-08-04,1.5340835479534718
2022-08-05,-0.09961045322809525
2022-08-08,-0.11681062688167287
2022-08-09,-1.263911609729277
2022-08-10,-3.0433952496066325
2022-08-11,0.40860198987624585
2022-08-12,-2.645722289796879
2022-08-15,-1.0143099635925523
2022-08-16,-0.2266050830924371
2022-08-17,-2.262244460063215
2022-08-18,1.4296931289505324
2022-08-19,1.4635654470582153
2022-08-22,2.6818307300029005
2022-08-23,0.3064947207273008
2022-08-24,-0.21738619127540915
2022-08-25,-1.0364520044235803
2022-08-26,4.273172505064252
2022-08-29,1.5066013651342018
2022-08-30,1.895563746061569
2022-08-31,1.0555164018097685
2022-09-01,-1.406351039589481
2022-09-02,2.0148400297698905
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-26,0.0
2022-09-27,0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-03,3.2643701558292264
2022-10-04,2.4998448705445355
2022-10-05,0.12276259349130214
2022-10-06,-0.7597399071568987
2022-10-07,-2.958832982968417
2022-10-10,1.1940055123904756
2022-10-11,-1.1507082590665334
2022-10-12,-0.6604736918078373
2022-10-13,4.127028091455344
2022-10-14,-3.637303116726315
2022-10-17,3.3264028107113006
2022-10-18,1.3404126096333613
2022-10-19,0.21325553693539234
2022-10-20,-0.38929448216863705
2022-10-21,2.976009507868175
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,9.064220640720563
2022-11-11,1.7141207302335082
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-25,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,-1.6907953211919988
2022-12-19,-1.9040949192320795
2022-12-20,0.03916947905611323
2022-12-21,2.0579046655292075
2022-12-22,-2.2231242569679353
2022-12-23,-0.4572929650623081
2022-12-27,-1.6177049466571987
2022-12-28,-3.5099087212219473
2022-12-29,2.681674539938925
2022-12-30,0.27903888351828243
2023-01-03,-4.457455326422746
2023-01-04,0.9290095615427276
2023-01-05,-0.7337931095894419
2023-01-06,3.1142301206398884
2023-01-09,0.3343291525880261
2023-01-10,0.4942664415489162
2023-01-11,2.429023322434176
2023-01-12,-0.5114184369687109
2023-01-13,1.391268750924155
2023-01-17,1.0488713348802037
2023-01-18,-0.36563356311287976
2023-01-19,0.9254339530992723
2023-01-20,1.8878216067111473
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-03,0.0
2023-04-04,0.13792782099531564
2023-04-05,1.0786283186682084
2023-04-06,-1.1178424092450712
2023-04-10,3.2784308740531287
2023-04-11,0.7601368190831721
2023-04-12,0.2264745782460693
2023-04-13,-5.163780835577654
2023-04-14,0.12591427023787105
2023-04-17,-0.08432456647052788
2023-04-18,-1.0689819823553677
2023-04-19,-1.0405276260881493
2023-04-20,0.9448048004996963
2023-04-21,1.3067646217320146
2023-04-24,-0.4005110654873789
2023-04-25,0.4516131268432133
2023-04-26,0.1874865578406144
2023-04-27,-4.2413221545193664
2023-04-28,-0.6384625742442438
2023-05-01,0.5324079353144668
2023-05-02,0.20538572897319796
2023-05-03,-0.3503369891047612
2023-05-04,2.406370180760348
2023-05-05,-6.419845519446767
2023-05-08,0.9444006151109647
2023-05-09,1.3499228966051078
2023-05-10,-1.1564959229177703
2023-05-11,-0.12572198718601157
2023-05-12,0.7224344476023532
2023-05-15,1.1610452241233133
2023-05-16,0.7705837519331737
2023-05-17,0.3292771776975201
2023-05-18,-0.9029769346994385
2023-05-19,-0.33096014721809297
2023-05-22,1.1974148344350795
2023-05-23,2.8998512310711106
2023-05-24,-0.485884719283618
2023-05-25,2.650496995303404
2023-05-26,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,-0.4957613355153967
2023-06-26,0.9346760555752951
2023-06-27,-1.3353291789999844
2023-06-28,-1.227750914448336
2023-06-29,0.3503153708691116
2023-06-30,-3.686072772986023
2023-07-03,2.1306034976702506
2023-07-05,0.29026284556331916
2023-07-06,-1.0275648459614786
2023-07-07,1.017461374103931
2023-07-10,3.1679899411576855
2023-07-11,0.27365636615192557
2023-07-12,-0.8263479838106491
2023-07-13,-0.5105419870785397
2023-07-14,-0.20501004534207823
2023-07-17,-2.0961170524113584
2023-07-18,-0.04755096631387801
2023-07-19,-1.6840931032078004
2023-07-20,0.4160744231541287
2023-07-21,1.582564500302027
2023-07-24,-0.6936003341415073
2023-07-25,0.119230848952526
2023-07-26,-2.225551284855271
2023-07-27,1.4542875755965952
2023-07-28,-2.0348301254485364
2023-07-31,-0.39783521737308547
2023-08-01,2.1160392820233653
2023-08-02,0.5992192561936633
2023-08-03,1.8072322244983354
2023-08-04,9.407691907773966
2023-08-07,3.794710215143695
2023-08-08,-2.0375294948861153
2023-08-09,-4.571520952367791e-05
2023-08-10,-0.0916669053193857
2023-08-11,-0.9728011538956736
2023-08-14,-0.04759557353003174
2023-08-15,1.4802503584579654
2023-08-16,-0.1845133033940698
2023-08-17,1.8553932634615506
2023-08-18,-0.34977649317973203
2023-08-21,0.49033738725074727
2023-08-22,-2.1396208327147264
2023-08-23,-2.4728924890504516
2023-08-24,2.5904930064833565
2023-08-25,-2.21313532766591
2023-08-28,-1.1819226890467007
2023-08-29,-2.3195973806943706
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-05,0.0
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.0
2023-09-11,0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-22,0.0
2023-09-25,0.0
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.0
2023-09-29,0.0
2023-10-02,0.0
2023-10-03,0.0
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.0
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.432250027248827
2023-10-30,1.9890222946775111
2023-10-31,0.06334764598106801
2023-11-01,1.0919975970045641
2023-11-02,2.962322687123153
2023-11-03,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-24,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.0
2023-12-01,0.0
2023-12-04,1.089115676101045
2023-12-05,-4.350063269315655
2023-12-06,0.48978913911898303
2023-12-07,0.7333868856243555
2023-12-08,-0.5730376487548767
2023-12-11,6.371405181695536
2023-12-12,0.5212040152349857
2023-12-13,-2.5160242138275635
2023-12-14,0.3934697393285944
2023-12-15,1.53137557463441
2023-12-18,2.2071813707655443
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.0
2024-01-08,2.119704144227512
2024-01-09,-1.2178170653235156
2024-01-10,1.2304668132736936
2024-01-11,-1.1695966653586538
2024-01-12,0.317329373673374
2024-01-16,-4.649303006316373
2024-01-17,-0.8017495726362682
2024-01-18,4.061505900234351
2024-01-19,-1.4427133033852613
2024-01-22,3.044396063171888
2024-01-23,1.0337054992317434
2024-01-24,-3.3498716803448048
2024-01-25,0.1369770607198859
2024-01-26,-0.32677583517376263
2024-01-29,-1.227210082385028
2024-01-30,-2.3069833448532364
2024-01-31,-1.8650086856590917
2024-02-01,1.2553928849599316
2024-02-02,-3.0936956530345157
2024-02-05,1.7655117187172777
2024-02-06,3.4179472914932063
2024-02-07,-1.6107791798147986
2024-02-08,-1.407813516141573
2024-02-09,-0.08466003755111728
2024-02-12,-0.9491570723761384
2024-02-13,-1.5651141879713606
2024-02-14,-2.4994619090287813
2024-02-15,-0.04513705652945532
2024-02-16,-0.3544503313581515
2024-02-20,1.3420163881374378
2024-02-21,0.9668700633228582
2024-02-22,-3.71300595672065
2024-02-23,-0.6023781311332783
2024-02-26,-1.695911690238276
2024-02-27,1.5502372816247032
2024-02-28,-0.7079397821011355
2024-02-29,-3.8463297397616714
2024-03-01,-6.244432829052485
2024-03-04,-5.097669639494811
2024-03-05,-2.8438589745494482
2024-03-06,-2.203252005008622
2024-03-07,-2.210716165868476
2024-03-08,5.79209646597667
2024-03-11,4.113714674265893
2024-03-12,-0.24803621164846845
2024-03-13,0.48721861623918983
2024-03-14,3.0548480753105736
2024-03-15,-0.1566766488388538
2024-03-18,1.101103865246813
2024-03-19,3.92768860785327
2024-03-20,1.3671657828788284
2024-03-21,-9.529991048346261
2024-03-22,0.5420893870258112
2024-03-25,-1.1717279992981844
2024-03-26,-0.30169986527246806
2024-03-27,3.7034322967724904
2024-03-28,-2.200241594930361
2024-04-01,-2.793239055167561
2024-04-02,0.03213052066158184
2024-04-03,-0.40519368144248347
2024-04-04,3.3751293327902516
2024-04-05,-0.8092983129918565
2024-04-08,-0.9126505949986949
2024-04-09,1.1234055582496296
2024-04-10,-0.8288683267245602
2024-04-11,4.52382647282171
2024-04-12,4.085163824770906
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-13,0.0
2024-05-14,0.7839305909462269
2024-05-15,0.8093290898537049
2024-05-16,-0.4321701204121382
2024-05-17,-0.2870478680739126
2024-05-20,-0.18680942885870877
2024-05-21,-2.10359163554412
2024-05-22,1.347943296648495
2024-05-23,3.1296513156834322
2024-05-24,-1.531641934751903
2024-05-28,1.06938108072832
2024-05-29,-2.1834753995695166
2024-05-30,-1.627504886966591
2024-05-31,-2.1525289227933797
2024-06-03,-2.581445582799489
2024-06-04,-0.633098794679313
2024-06-05,2.417266587489209
2024-06-06,1.0767998658007087
2024-06-07,-2.0128280435467616
2024-06-10,3.5862534791088763
2024-06-11,-13.441367800349155
2024-06-12,-4.454082721817855
2024-06-13,5.1168786118062
2024-06-14,3.6233167658498786
2024-06-17,-1.1193091040583454
2024-06-18,0.7888716952054011
2024-06-20,3.4765270096423393
2024-06-21,-0.5474141695755748
2024-06-24,-2.9353558451234676
2024-06-25,-1.3176665222287625
2024-06-26,-4.230685367419142
2024-06-27,-0.6894402217859863
2024-06-28,4.584057647813893
2024-07-01,-5.647626288982337
2024-07-02,-1.7517150140382682
2024-07-03,1.1445035164879584
2024-07-05,-4.244429136878381
2024-07-08,1.1968425697835983
2024-07-09,-1.5660993131551209
2024-07-10,-2.6665477822758135
2024-07-11,3.6673969138543896
2024-07-12,-3.185258424525216
2024-07-15,-3.6700592095199056
2024-07-16,-1.5227292565344612
2024-07-17,-1.9289555563888143
2024-07-18,5.591048815530144
2024-07-19,-1.9614120051508337
2024-07-22,2.3841227927241846
2024-07-23,-0.42986103055417857
2024-07-24,0.46602184171541694
2024-07-25,-0.7854686997073372
2024-07-26,0.647770032408971
2024-07-29,-0.8081126079709975
2024-07-30,-3.105941568003118
2024-07-31,3.751627090662936
2024-08-01,-3.1369132039073975
2024-08-02,-2.602708836924222
2024-08-05,10.302832486433402
2024-08-06,1.8467439024237535
2024-08-07,-5.482660439499057
2024-08-08,1.1614975767173235
2024-08-09,-2.391124084705865
2024-08-12,-0.9656572919509756
2024-08-13,-0.3358958365079445
2024-08-14,0.016817194555926562
2024-08-15,1.1047461190036074
2024-08-16,-1.2518807683334785
2024-08-19,2.0259557285716596
2024-08-20,-1.028807559463928
2024-08-21,0.29738445807839753
2024-08-22,-0.40651722164113835
2024-08-23,-0.3252740519049837
2024-08-26,-3.546991386426015
2024-08-27,-0.14108378667108923
2024-08-28,-0.3091278385509497
2024-08-29,-3.8609506578443984
2024-08-30,3.362682032138025
2024-09-03,0.6723830927874133
2024-09-04,3.0552379034870114
2024-09-05,-2.219624590740665
2024-09-06,-4.824359669708173
2024-09-09,1.9000414341214764
2024-09-10,4.176207712949065
2024-09-11,2.183485461318616
2024-09-12,0.0
2024-09-13,0.0
2024-09-16,0.0
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-30,0.0
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-07,0.0
2024-10-08,1.765102776070762
2024-10-09,2.2395205287753015
2024-10-10,0.792846451774949
2024-10-11,-0.6657959731764151
2024-10-14,3.891770417368155
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-28,0.0
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.0
2024-11-15,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-25,0.0
2024-11-26,-2.80150561951433
2024-11-27,-1.8924563328624515
2024-11-29,-1.3823518037554265
2024-12-02,0.14938997228472317
2024-12-03,-2.4845704750746904
2024-12-04,0.832244881569494
2024-12-05,-0.5220192585465213
2024-12-06,2.8623549663254835
2024-12-09,-5.443218022226148
2024-12-10,-4.040367493526588
2024-12-11,5.653214923488889
2024-12-12,-2.264677071518804
2024-12-13,14.525640227923708
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-10,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,-1.618745738225826
2025-01-21,-8.437337916100361
2025-01-22,0.7157027363612372
2025-01-23,0.17508084837966464
2025-01-24,-2.379797006009724
2025-01-27,23.24246285165926
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-31,0.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-07,0.0
2025-04-08,-8.701549264291671
2025-04-09,12.846699558666003
2025-04-10,-2.467192097755259
2025-04-11,3.4958566193766814
2025-04-14,5.405687990981704
2025-04-15,-0.7227035673988667
2025-04-16,-5.084698277336855
2025-04-17,4.099616093861044
2025-04-21,-1.788985251962373
2025-04-22,5.244709815639027
2025-04-23,1.5483033185490171
2025-04-24,-0.894002798409332
2025-04-25,-0.9310336194872662
2025-04-28,0.84512576153449
2025-04-29,1.5766309106921028
2025-04-30,0.6027342184413271
2025-05-01,-0.7605354561832769
2025-05-02,-10.51068338145437
2025-05-05,-5.719026863373557
2025-05-06,0.18747336554029914
2025-05-07,-4.20301029088337
2025-05-08,-0.03607883580927762
2025-05-09,0.684429698066765
2025-05-12,6.867951753528246
2025-05-13,-2.4183513411934996
2025-05-14,-1.4146161706796647
2025-05-15,-0.5798705533086093
2025-05-16,0.8374773891770815
2025-05-19,-2.750458043013623
2025-05-20,-2.063896997449305
2025-05-21,-3.815380727446694
2025-05-22,-0.7701747195174136
2025-05-23,-5.363102430689423
2025-05-27,1.7531453991139472
2025-05-28,-0.8142637328855216
2025-05-29,-1.3858301355511458
2025-05-30,1.2645772773552721
2025-06-02,-2.1579861396332376
2025-06-03,-1.751369353985396
2025-06-04,-2.149457266032087
2025-06-05,-1.2728578089251243
2025-06-06,7.733733623770661
2025-06-09,-2.5047860317484236
2025-06-10,0.828156003122615
2025-06-11,-6.400987285602781
2025-06-12,-0.2236133088888863
2025-06-13,0.24725578669632853
2025-06-16,-1.019142784921911
2025-06-17,-1.9391399451257314
2025-06-18,0.32991286727272495
2025-06-20,4.386693754362085
2025-06-23,-1.061298660742068
2025-06-24,-6.250171938198434
2025-06-25,0.0756612983051923
2025-06-26,-2.541012225680433
2025-06-27,0.34421363822620776
2025-06-30,2.201139367012317
2025-07-01,7.477015238261913
2025-07-02,2.3713712053990292
2025-07-03,-0.6375512903567824
2025-07-07,-2.6903502931914858
2025-07-08,0.3644066830734545
2025-07-09,-1.1152460011364127
2025-07-10,1.1332478224772018
2025-07-11,-1.283722814354661
2025-07-14,-2.9259125811223896
2025-07-15,-3.025156225097845
2025-07-16,0.30800079703674044
2025-07-17,-2.17345533313798
2025-07-18,2.8444540652765085
2025-07-21,-0.4132700274922172
2025-07-22,5.682745697054202
2025-07-23,-2.7247373113076776
2025-07-24,-2.755565602421939
2025-07-25,-1.1578822289471304
2025-07-28,-2.534377814829199
2025-07-29,-4.524711458186971
2025-07-30,-4.3960354021273815
2025-07-31,2.212138923705652
2025-08-01,-2.588573281155817
2025-08-04,-3.105670534818046
2025-08-05,1.6829395029221246
2025-08-06,9.187875237686967
2025-08-07,4.394542154197509
2025-08-08,8.795111819540258
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-09-02,0.0
2025-09-03,0.0
